Index,Upazila_or_Thana,District,Area_Zip_Code,Latitude,Longitude,Operator,Active_Network_Available,Network_Level,Satisfaction_Score,Real_Time_Experience
12918,Sabujbagh,Dhaka,1214,23.7333,90.4333,GP,4G,Good,10,9.5
12919,Sutrapur,Dhaka,1203,23.7121,90.4196,GP,4G,Good,10,9
12920,Hazaribagh,Dhaka,1205,23.7352,90.3691,GP,4G,Good,10,9.5
12921,Banani,Dhaka,1213,23.79,90.4019,GP,4G,Good,10,10
12922,Bhashantek,Dhaka,1206,23.806,90.3598,GP,4G,Good,10,9
12923,Vatara,Dhaka,1229,23.7974,90.424,GP,4G,Good,10,9
12924,Mugda,Dhaka,1214,23.7288,90.4334,GP,4G,Good,10,8.5
12925,Rupnagar,Dhaka,1216,23.8173,90.3579,GP,4G,Good,10,8
12926,Wari,Dhaka,1203,23.7149,90.4188,GP,4G,Good,10,9
12927,Bayejid Bostami,Chittagong,4210,22.3794,91.8203,GP,4G,Good,10,8.5
12928,Bakalia,Chittagong,4203,22.353,91.8562,GP,4G,Good,10,8.5
12929,Chandgaon,Chittagong,4212,22.3888,91.8562,GP,4G,Good,10,8
12930,Chittagong Bandar,Chittagong,4100,22.301,91.7833,GP,4G,Good,10,8
12931,Double Mooring,Chittagong,4224,22.3297,91.8562,GP,4G,Good,10,8.5
12932,Halishahar,Chittagong,4216,22.3181,91.7782,GP,4G,Good,10,8.5
12933,Kotwali,Chittagong,4000,22.3414,91.827,GP,4G,Good,10,8.5
12934,Khulshi,Chittagong,4202,22.3621,91.811,GP,4G,Good,10,8
12935,Pahartali,Chittagong,4202,22.3658,91.7782,GP,4G,Good,10,9
12936,Panchlaish,Chittagong,4203,22.3622,91.8343,GP,4G,Good,10,9
12937,Patenga,Chittagong,4204,22.2391,91.8145,GP,4G,Good,10,8
12938,Daulatpur,Khulna,9202,22.8634,89.6167,GP,4G,Good,10,9
12939,Khalishpur,Khulna,9000,22.8491,89.5412,GP,4G,Good,10,8.5
12940,Khan Jahan Ali,Khulna,9100,22.9142,89.5067,GP,4G,Moderate,6,7
12941,Kotwali,Khulna,9000,22.7667,89.4333,GP,4G,Good,10,9
12942,Sonadanga,Khulna,9100,22.8248,89.538,GP,4G,Good,10,8.5
12943,Boalia,Rajshahi,6203,24.3695,88.6193,GP,4G,Good,10,9
12944,Matihar,Rajshahi,6205,24.3668,88.6458,GP,4G,Moderate,6,7
12945,Rajpara,Rajshahi,6201,24.3808,88.5614,GP,4G,Good,10,8.5
12946,Shah Makhdum,Rajshahi,6000,24.4085,88.6088,GP,4G,Good,10,8.5
12947,Adabar,Dhaka,1207,23.7733,90.3548,GP,3G/2G,Good,10,7.5
12948,Uttar Khan,Dhaka,1230,23.8709,90.4327,GP,3G/2G,Moderate,6,5.5
12949,Uttara,Dhaka,1230,23.8759,90.3795,GP,3G/2G,Moderate,6,6.5
12950,Kadamtali,Dhaka,1362,23.69732,90.457698,GP,3G/2G,Moderate,6,6.5
12951,Kalabagan,Dhaka,1205,23.744,90.3872,GP,3G/2G,Good,10,8
12952,Kafrul,Dhaka,1206,23.7896,90.3913,GP,3G/2G,Good,10,7.5
12953,Kamrangirchar,Dhaka,1211,23.7182,90.3678,GP,3G/2G,Good,10,7.5
12954,Cantonment,Dhaka,1206,23.8245,90.4056,GP,3G/2G,Good,10,8
12955,Kotwali,Dhaka,1100,23.7107,90.409,GP,3G/2G,Good,10,9
12956,Khilkhet,Dhaka,1229,23.8281,90.4197,GP,3G/2G,Good,10,8.5
12957,Khilgaon,Dhaka,1219,23.7566,90.4644,GP,3G/2G,Good,10,8
12958,Gulshan,Dhaka,1212,23.7925,90.4078,GP,3G/2G,Good,10,9
12959,Gandaria,Dhaka,1204,23.702453,90.426069,GP,3G/2G,Moderate,6,6.5
12960,Chawkbazar,Dhaka,1211,23.7083,90.3916,GP,3G/2G,Good,10,8
12961,Demra,Dhaka,1360,23.7209,90.4833,GP,3G/2G,Moderate,6,6.5
12962,Turag,Dhaka,1230,23.8759,90.3701,GP,3G/2G,Good,10,8
12963,Tejgaon,Dhaka,1215,23.7598,90.3913,GP,3G/2G,Good,10,8.5
12964,Tejgaon Industrial Area,Dhaka,1208,23.7658,90.396,GP,3G/2G,Good,10,7.5
12965,Dakshinkhan,Dhaka,1230,23.8594,90.4268,GP,3G/2G,Moderate,6,6
12966,Darus Salam,Dhaka,1216,23.7833,90.3416,GP,3G/2G,Moderate,6,7
12967,Dhanmondi,Dhaka,1209,23.7461,90.3742,GP,3G/2G,Good,10,8
12968,New Market,Dhaka,1205,23.7331,90.3869,GP,3G/2G,Good,10,8
12969,Paltan,Dhaka,1000,23.733,90.3984,GP,3G/2G,Good,10,8
12970,Pallabi,Dhaka,1216,23.8283,90.3607,GP,3G/2G,Good,10,7.5
12971,Bangshal,Dhaka,1100,23.7181,90.4007,GP,3G/2G,Good,10,8.5
12972,Badda,Dhaka,1212,23.7805,90.4267,GP,3G/2G,Good,10,8.5
12973,Bimanbandar,Dhaka,1229,23.8333,90.4,GP,3G/2G,Good,10,9
12974,Motijheel,Dhaka,1222,23.733,90.4172,GP,3G/2G,Good,10,9
12975,Mirpur,Dhaka,1216,23.8223,90.3654,GP,3G/2G,Good,10,8
12976,Mohammadpur,Dhaka,1207,23.766,90.3586,GP,3G/2G,Good,10,7.5
12977,Jatrabari,Dhaka,1236,23.7103,90.4355,GP,3G/2G,Good,10,8
12978,Ramna,Dhaka,1217,23.733,90.3984,GP,3G/2G,Good,10,8.5
12979,Rampura,Dhaka,1219,23.7613,90.4435,GP,3G/2G,Good,10,8
12980,Lalbagh,Dhaka,1211,23.7182,90.3866,GP,3G/2G,Good,10,8.5
12981,Shah Ali,Dhaka,1229,23.8054,90.3489,GP,3G/2G,Good,10,7.5
12982,Shahbagh,Dhaka,1200,23.725,90.3916,GP,3G/2G,Good,10,8.5
12983,Sher-e-Bangla Nagar,Dhaka,1207,23.7717,90.3772,GP,3G/2G,Good,10,7.5
12984,Shyampur,Dhaka,1204,23.6853,90.4455,GP,3G/2G,Good,10,8
12985,Sabujbagh,Dhaka,1214,23.7333,90.4333,GP,3G/2G,Good,10,8
12986,Sutrapur,Dhaka,1203,23.7121,90.4196,GP,3G/2G,Good,10,7.5
12987,Hazaribagh,Dhaka,1205,23.7352,90.3691,GP,3G/2G,Good,10,7.5
12988,Banani,Dhaka,1213,23.79,90.4019,GP,3G/2G,Good,10,8
12989,Bhashantek,Dhaka,1206,23.806,90.3598,GP,3G/2G,Good,10,8
12990,Vatara,Dhaka,1229,23.7974,90.424,GP,3G/2G,Good,10,8.5
12991,Mugda,Dhaka,1214,23.7288,90.4334,GP,3G/2G,Good,10,7.5
12992,Rupnagar,Dhaka,1216,23.8173,90.3579,GP,3G/2G,Good,10,8.5
12993,Wari,Dhaka,1203,23.7149,90.4188,GP,3G/2G,Good,10,7.5
12994,Bayejid Bostami,Chittagong,4210,22.3794,91.8203,GP,3G/2G,Good,10,8.5
12995,Bakalia,Chittagong,4203,22.353,91.8562,GP,3G/2G,Good,10,7.5
12996,Chandgaon,Chittagong,4212,22.3888,91.8562,GP,3G/2G,Good,10,7.5
12997,Chittagong Bandar,Chittagong,4100,22.301,91.7833,GP,3G/2G,Good,10,7.5
12998,Double Mooring,Chittagong,4224,22.3297,91.8562,GP,3G/2G,Good,10,8
12999,Halishahar,Chittagong,4216,22.3181,91.7782,GP,3G/2G,Good,10,8.5
13000,Kotwali,Chittagong,4000,22.3414,91.827,GP,3G/2G,Good,10,7.5
13001,Khulshi,Chittagong,4202,22.3621,91.811,GP,3G/2G,Good,10,8.5
13002,Pahartali,Chittagong,4202,22.3658,91.7782,GP,3G/2G,Good,10,7.5
13003,Panchlaish,Chittagong,4203,22.3622,91.8343,GP,3G/2G,Good,10,8
13004,Patenga,Chittagong,4204,22.2391,91.8145,GP,3G/2G,Good,10,8
13005,Daulatpur,Khulna,9202,22.8634,89.6167,GP,3G/2G,Good,10,8
13006,Khalishpur,Khulna,9000,22.8491,89.5412,GP,3G/2G,Moderate,6,7
13007,Khan Jahan Ali,Khulna,9100,22.9142,89.5067,GP,3G/2G,Moderate,6,5.5
13008,Kotwali,Khulna,9000,22.7667,89.4333,GP,3G/2G,Good,10,8
13009,Sonadanga,Khulna,9100,22.8248,89.538,GP,3G/2G,Good,10,8
13010,Boalia,Rajshahi,6203,24.3695,88.6193,GP,3G/2G,Good,10,8
13011,Matihar,Rajshahi,6205,24.3668,88.6458,GP,3G/2G,Good,10,7.5
13012,Rajpara,Rajshahi,6201,24.3808,88.5614,GP,3G/2G,Good,10,8.5
13013,Shah Makhdum,Rajshahi,6000,24.4085,88.6088,GP,3G/2G,Good,10,7.5
13014,Adabar,Dhaka,1207,23.7733,90.3548,Robi-Airtel,4G,Good,10,9
13015,Uttar Khan,Dhaka,1230,23.8709,90.4327,Robi-Airtel,4G,Good,10,9
13016,Uttara,Dhaka,1230,23.8759,90.3795,Robi-Airtel,4G,Good,10,9.5
13017,Kadamtali,Dhaka,1362,23.69732,90.457698,Robi-Airtel,4G,Good,10,9.5
13018,Kalabagan,Dhaka,1205,23.744,90.3872,Robi-Airtel,4G,Good,10,9
13019,Kafrul,Dhaka,1206,23.7896,90.3913,Robi-Airtel,4G,Good,10,9
13020,Kamrangirchar,Dhaka,1211,23.7182,90.3678,Robi-Airtel,4G,Good,10,8.5
13021,Cantonment,Dhaka,1206,23.8245,90.4056,Robi-Airtel,4G,Good,10,9
13022,Kotwali,Dhaka,1100,23.7107,90.409,Robi-Airtel,4G,Good,10,9
13023,Khilkhet,Dhaka,1229,23.8281,90.4197,Robi-Airtel,4G,Good,10,10
13024,Khilgaon,Dhaka,1219,23.7566,90.4644,Robi-Airtel,4G,Good,10,7.5
13025,Gulshan,Dhaka,1212,23.7925,90.4078,Robi-Airtel,4G,Good,10,9.5
13026,Gandaria,Dhaka,1204,23.702453,90.426069,Robi-Airtel,4G,Good,10,9
13027,Chawkbazar,Dhaka,1211,23.7083,90.3916,Robi-Airtel,4G,Good,10,9
13028,Demra,Dhaka,1360,23.7209,90.4833,Robi-Airtel,4G,Good,10,9.5
13029,Turag,Dhaka,1230,23.8759,90.3701,Robi-Airtel,4G,Good,10,9
13030,Tejgaon,Dhaka,1215,23.7598,90.3913,Robi-Airtel,4G,Good,10,9.5
13031,Tejgaon Industrial Area,Dhaka,1208,23.7658,90.396,Robi-Airtel,4G,Good,10,10
13032,Dakshinkhan,Dhaka,1230,23.8594,90.4268,Robi-Airtel,4G,Good,10,10
13033,Darus Salam,Dhaka,1216,23.7833,90.3416,Robi-Airtel,4G,Good,10,9.5
13034,Dhanmondi,Dhaka,1209,23.7461,90.3742,Robi-Airtel,4G,Good,10,9.5
13035,New Market,Dhaka,1205,23.7331,90.3869,Robi-Airtel,4G,Good,10,9.5
13036,Paltan,Dhaka,1000,23.733,90.3984,Robi-Airtel,4G,Good,10,10
13037,Pallabi,Dhaka,1216,23.8283,90.3607,Robi-Airtel,4G,Good,10,9
13038,Bangshal,Dhaka,1100,23.7181,90.4007,Robi-Airtel,4G,Good,10,9.5
13039,Badda,Dhaka,1212,23.7805,90.4267,Robi-Airtel,4G,Good,10,10
13040,Bimanbandar,Dhaka,1229,23.8333,90.4,Robi-Airtel,4G,Good,10,10
13041,Motijheel,Dhaka,1222,23.733,90.4172,Robi-Airtel,4G,Good,10,10
13042,Mirpur,Dhaka,1216,23.8223,90.3654,Robi-Airtel,4G,Good,10,10
13043,Mohammadpur,Dhaka,1207,23.766,90.3586,Robi-Airtel,4G,Good,10,9.5
13044,Jatrabari,Dhaka,1236,23.7103,90.4355,Robi-Airtel,4G,Good,10,10
13045,Ramna,Dhaka,1217,23.733,90.3984,Robi-Airtel,4G,Good,10,10
13046,Rampura,Dhaka,1219,23.7613,90.4435,Robi-Airtel,4G,Good,10,10
13047,Lalbagh,Dhaka,1211,23.7182,90.3866,Robi-Airtel,4G,Good,10,9.5
13048,Shah Ali,Dhaka,1229,23.8054,90.3489,Robi-Airtel,4G,Good,10,10
13049,Shahbagh,Dhaka,1200,23.725,90.3916,Robi-Airtel,4G,Good,10,10
13050,Sher-e-Bangla Nagar,Dhaka,1207,23.7717,90.3772,Robi-Airtel,4G,Good,10,9.5
13051,Shyampur,Dhaka,1204,23.6853,90.4455,Robi-Airtel,4G,Good,10,10
13052,Sabujbagh,Dhaka,1214,23.7333,90.4333,Robi-Airtel,4G,Good,10,10
13053,Sutrapur,Dhaka,1203,23.7121,90.4196,Robi-Airtel,4G,Good,10,9.5
13054,Hazaribagh,Dhaka,1205,23.7352,90.3691,Robi-Airtel,4G,Good,10,9.5
13055,Banani,Dhaka,1213,23.79,90.4019,Robi-Airtel,4G,Good,10,9.5
13056,Bhashantek,Dhaka,1206,23.806,90.3598,Robi-Airtel,4G,Good,10,10
13057,Vatara,Dhaka,1229,23.7974,90.424,Robi-Airtel,4G,Good,10,9.5
13058,Mugda,Dhaka,1214,23.7288,90.4334,Robi-Airtel,4G,Good,10,9.5
13059,Rupnagar,Dhaka,1216,23.8173,90.3579,Robi-Airtel,4G,Good,10,8
13060,Wari,Dhaka,1203,23.7149,90.4188,Robi-Airtel,4G,Good,10,9.5
13061,Bayejid Bostami,Chittagong,4210,22.3794,91.8203,Robi-Airtel,4G,Good,10,9
13062,Bakalia,Chittagong,4203,22.353,91.8562,Robi-Airtel,4G,Good,10,9.5
13063,Chandgaon,Chittagong,4212,22.3888,91.8562,Robi-Airtel,4G,Good,10,9.5
13064,Chittagong Bandar,Chittagong,4100,22.301,91.7833,Robi-Airtel,4G,Good,10,10
13065,Double Mooring,Chittagong,4224,22.3297,91.8562,Robi-Airtel,4G,Good,10,10
13066,Halishahar,Chittagong,4216,22.3181,91.7782,Robi-Airtel,4G,Good,10,10
13067,Kotwali,Chittagong,4000,22.3414,91.827,Robi-Airtel,4G,Good,10,10
13068,Khulshi,Chittagong,4202,22.3621,91.811,Robi-Airtel,4G,Good,10,9.5
13069,Pahartali,Chittagong,4202,22.3658,91.7782,Robi-Airtel,4G,Good,10,9.5
13070,Panchlaish,Chittagong,4203,22.3622,91.8343,Robi-Airtel,4G,Good,10,9.5
13071,Patenga,Chittagong,4204,22.2391,91.8145,Robi-Airtel,4G,Good,10,10
13072,Daulatpur,Khulna,9202,22.8634,89.6167,Robi-Airtel,4G,Good,10,8.5
13073,Khalishpur,Khulna,9000,22.8491,89.5412,Robi-Airtel,4G,Good,10,9
13074,Khan Jahan Ali,Khulna,9100,22.9142,89.5067,Robi-Airtel,4G,Good,10,7.5
13075,Kotwali,Khulna,9000,22.7667,89.4333,Robi-Airtel,4G,Good,10,8.5
13076,Sonadanga,Khulna,9100,22.8248,89.538,Robi-Airtel,4G,Good,10,8.5
13077,Boalia,Rajshahi,6203,24.3695,88.6193,Robi-Airtel,4G,Good,10,9
13078,Matihar,Rajshahi,6205,24.3668,88.6458,Robi-Airtel,4G,Moderate,6,5.5
13079,Rajpara,Rajshahi,6201,24.3808,88.5614,Robi-Airtel,4G,Good,10,8.5
13080,Shah Makhdum,Rajshahi,6000,24.4085,88.6088,Robi-Airtel,4G,Good,10,7.5
13081,Adabar,Dhaka,1207,23.7733,90.3548,Robi-Airtel,3G/2G,Moderate,6,6.5
13082,Uttar Khan,Dhaka,1230,23.8709,90.4327,Robi-Airtel,3G/2G,Low,3,5
13083,Uttara,Dhaka,1230,23.8759,90.3795,Robi-Airtel,3G/2G,Moderate,6,6
13084,Kadamtali,Dhaka,1362,23.69732,90.457698,Robi-Airtel,3G/2G,Good,10,7.5
13085,Kalabagan,Dhaka,1205,23.744,90.3872,Robi-Airtel,3G/2G,Good,10,9
13086,Kafrul,Dhaka,1206,23.7896,90.3913,Robi-Airtel,3G/2G,Good,10,8.5
13087,Kamrangirchar,Dhaka,1211,23.7182,90.3678,Robi-Airtel,3G/2G,Good,10,8
13088,Cantonment,Dhaka,1206,23.8245,90.4056,Robi-Airtel,3G/2G,Good,10,7.5
13089,Kotwali,Dhaka,1100,23.7107,90.409,Robi-Airtel,3G/2G,Good,10,8
13090,Khilkhet,Dhaka,1229,23.8281,90.4197,Robi-Airtel,3G/2G,Good,10,9
13091,Khilgaon,Dhaka,1219,23.7566,90.4644,Robi-Airtel,3G/2G,Good,10,8
13092,Gulshan,Dhaka,1212,23.7925,90.4078,Robi-Airtel,3G/2G,Good,10,9
13093,Gandaria,Dhaka,1204,23.702453,90.426069,Robi-Airtel,3G/2G,Moderate,6,6.5
13094,Chawkbazar,Dhaka,1211,23.7083,90.3916,Robi-Airtel,3G/2G,Good,10,7.5
13095,Demra,Dhaka,1360,23.7209,90.4833,Robi-Airtel,3G/2G,Good,10,8.5
13096,Turag,Dhaka,1230,23.8759,90.3701,Robi-Airtel,3G/2G,Moderate,6,6
13097,Tejgaon,Dhaka,1215,23.7598,90.3913,Robi-Airtel,3G/2G,Good,10,8.5
13098,Tejgaon Industrial Area,Dhaka,1208,23.7658,90.396,Robi-Airtel,3G/2G,Good,10,8.5
13099,Dakshinkhan,Dhaka,1230,23.8594,90.4268,Robi-Airtel,3G/2G,Good,10,8
13100,Darus Salam,Dhaka,1216,23.7833,90.3416,Robi-Airtel,3G/2G,Good,10,8.5
13101,Dhanmondi,Dhaka,1209,23.7461,90.3742,Robi-Airtel,3G/2G,Good,10,8
13102,New Market,Dhaka,1205,23.7331,90.3869,Robi-Airtel,3G/2G,Good,10,8.5
13103,Paltan,Dhaka,1000,23.733,90.3984,Robi-Airtel,3G/2G,Good,10,7.5
13104,Pallabi,Dhaka,1216,23.8283,90.3607,Robi-Airtel,3G/2G,Good,10,8
13105,Bangshal,Dhaka,1100,23.7181,90.4007,Robi-Airtel,3G/2G,Good,10,8
13106,Badda,Dhaka,1212,23.7805,90.4267,Robi-Airtel,3G/2G,Good,10,8
13107,Bimanbandar,Dhaka,1229,23.8333,90.4,Robi-Airtel,3G/2G,Good,10,9
13108,Motijheel,Dhaka,1222,23.733,90.4172,Robi-Airtel,3G/2G,Good,10,8
13109,Mirpur,Dhaka,1216,23.8223,90.3654,Robi-Airtel,3G/2G,Good,10,8.5
13110,Mohammadpur,Dhaka,1207,23.766,90.3586,Robi-Airtel,3G/2G,Good,10,8
13111,Jatrabari,Dhaka,1236,23.7103,90.4355,Robi-Airtel,3G/2G,Good,10,8
13112,Ramna,Dhaka,1217,23.733,90.3984,Robi-Airtel,3G/2G,Good,10,8
13113,Rampura,Dhaka,1219,23.7613,90.4435,Robi-Airtel,3G/2G,Good,10,7.5
13114,Lalbagh,Dhaka,1211,23.7182,90.3866,Robi-Airtel,3G/2G,Good,10,8
13115,Shah Ali,Dhaka,1229,23.8054,90.3489,Robi-Airtel,3G/2G,Good,10,7.5
13116,Shahbagh,Dhaka,1200,23.725,90.3916,Robi-Airtel,3G/2G,Good,10,9
13117,Sher-e-Bangla Nagar,Dhaka,1207,23.7717,90.3772,Robi-Airtel,3G/2G,Good,10,7.5
13118,Shyampur,Dhaka,1204,23.6853,90.4455,Robi-Airtel,3G/2G,Good,10,8
13119,Sabujbagh,Dhaka,1214,23.7333,90.4333,Robi-Airtel,3G/2G,Good,10,8
13120,Sutrapur,Dhaka,1203,23.7121,90.4196,Robi-Airtel,3G/2G,Moderate,6,6.5
13121,Hazaribagh,Dhaka,1205,23.7352,90.3691,Robi-Airtel,3G/2G,Good,10,8
13122,Banani,Dhaka,1213,23.79,90.4019,Robi-Airtel,3G/2G,Good,10,8.5
13123,Bhashantek,Dhaka,1206,23.806,90.3598,Robi-Airtel,3G/2G,Good,10,8.5
13124,Vatara,Dhaka,1229,23.7974,90.424,Robi-Airtel,3G/2G,Good,10,8
13125,Mugda,Dhaka,1214,23.7288,90.4334,Robi-Airtel,3G/2G,Moderate,6,7
13126,Rupnagar,Dhaka,1216,23.8173,90.3579,Robi-Airtel,3G/2G,Good,10,7.5
13127,Wari,Dhaka,1203,23.7149,90.4188,Robi-Airtel,3G/2G,Good,10,8.5
13128,Bayejid Bostami,Chittagong,4210,22.3794,91.8203,Robi-Airtel,3G/2G,Good,10,8
13129,Bakalia,Chittagong,4203,22.353,91.8562,Robi-Airtel,3G/2G,Good,10,8
13130,Chandgaon,Chittagong,4212,22.3888,91.8562,Robi-Airtel,3G/2G,Good,10,8.5
13131,Chittagong Bandar,Chittagong,4100,22.301,91.7833,Robi-Airtel,3G/2G,Good,10,8
13132,Double Mooring,Chittagong,4224,22.3297,91.8562,Robi-Airtel,3G/2G,Good,10,9
13133,Halishahar,Chittagong,4216,22.3181,91.7782,Robi-Airtel,3G/2G,Good,10,8
13134,Kotwali,Chittagong,4000,22.3414,91.827,Robi-Airtel,3G/2G,Good,10,8.5
13135,Khulshi,Chittagong,4202,22.3621,91.811,Robi-Airtel,3G/2G,Good,10,8.5
13136,Pahartali,Chittagong,4202,22.3658,91.7782,Robi-Airtel,3G/2G,Good,10,8.5
13137,Panchlaish,Chittagong,4203,22.3622,91.8343,Robi-Airtel,3G/2G,Good,10,8.5
13138,Patenga,Chittagong,4204,22.2391,91.8145,Robi-Airtel,3G/2G,Good,10,8
13139,Daulatpur,Khulna,9202,22.8634,89.6167,Robi-Airtel,3G/2G,Low,3,4.5
13140,Khalishpur,Khulna,9000,22.8491,89.5412,Robi-Airtel,3G/2G,Low,3,4
13141,Khan Jahan Ali,Khulna,9100,22.9142,89.5067,Robi-Airtel,3G/2G,Low,3,4
13142,Kotwali,Khulna,9000,22.7667,89.4333,Robi-Airtel,3G/2G,Moderate,6,6.5
13143,Sonadanga,Khulna,9100,22.8248,89.538,Robi-Airtel,3G/2G,Low,3,5
13144,Boalia,Rajshahi,6203,24.3695,88.6193,Robi-Airtel,3G/2G,Moderate,6,5.5
13145,Matihar,Rajshahi,6205,24.3668,88.6458,Robi-Airtel,3G/2G,Moderate,6,5.5
13146,Rajpara,Rajshahi,6201,24.3808,88.5614,Robi-Airtel,3G/2G,Moderate,6,6.5
13147,Shah Makhdum,Rajshahi,6000,24.4085,88.6088,Robi-Airtel,3G/2G,Moderate,6,5.5
13148,Adabar,Dhaka,1207,23.7733,90.3548,Banglalink,4G,Good,10,9
13149,Uttar Khan,Dhaka,1230,23.8709,90.4327,Banglalink,4G,Good,10,9.5
13150,Uttara,Dhaka,1230,23.8759,90.3795,Banglalink,4G,Good,10,10
13151,Kadamtali,Dhaka,1362,23.69732,90.457698,Banglalink,4G,Good,10,9.5
13152,Kalabagan,Dhaka,1205,23.744,90.3872,Banglalink,4G,Good,10,8.5
13153,Kafrul,Dhaka,1206,23.7896,90.3913,Banglalink,4G,Good,10,9.5
13154,Kamrangirchar,Dhaka,1211,23.7182,90.3678,Banglalink,4G,Good,10,8
13155,Cantonment,Dhaka,1206,23.8245,90.4056,Banglalink,4G,Good,10,9
13156,Kotwali,Dhaka,1100,23.7107,90.409,Banglalink,4G,Good,10,9
13157,Khilkhet,Dhaka,1229,23.8281,90.4197,Banglalink,4G,Good,10,9.5
13158,Khilgaon,Dhaka,1219,23.7566,90.4644,Banglalink,4G,Good,10,8.5
13159,Gulshan,Dhaka,1212,23.7925,90.4078,Banglalink,4G,Good,10,9.5
13160,Gandaria,Dhaka,1204,23.702453,90.426069,Banglalink,4G,Good,10,9
13161,Chawkbazar,Dhaka,1211,23.7083,90.3916,Banglalink,4G,Good,10,9
13162,Demra,Dhaka,1360,23.7209,90.4833,Banglalink,4G,Good,10,9.5
13163,Turag,Dhaka,1230,23.8759,90.3701,Banglalink,4G,Good,10,9.5
13164,Tejgaon,Dhaka,1215,23.7598,90.3913,Banglalink,4G,Good,10,9
13165,Tejgaon Industrial Area,Dhaka,1208,23.7658,90.396,Banglalink,4G,Good,10,10
13166,Dakshinkhan,Dhaka,1230,23.8594,90.4268,Banglalink,4G,Good,10,9.5
13167,Darus Salam,Dhaka,1216,23.7833,90.3416,Banglalink,4G,Good,10,9
13168,Dhanmondi,Dhaka,1209,23.7461,90.3742,Banglalink,4G,Good,10,8.5
13169,New Market,Dhaka,1205,23.7331,90.3869,Banglalink,4G,Good,10,9.5
13170,Paltan,Dhaka,1000,23.733,90.3984,Banglalink,4G,Good,10,10
13171,Pallabi,Dhaka,1216,23.8283,90.3607,Banglalink,4G,Good,10,9.5
13172,Bangshal,Dhaka,1100,23.7181,90.4007,Banglalink,4G,Good,10,9
13173,Badda,Dhaka,1212,23.7805,90.4267,Banglalink,4G,Good,10,9.5
13174,Bimanbandar,Dhaka,1229,23.8333,90.4,Banglalink,4G,Good,10,10
13175,Motijheel,Dhaka,1222,23.733,90.4172,Banglalink,4G,Good,10,10
13176,Mirpur,Dhaka,1216,23.8223,90.3654,Banglalink,4G,Good,10,9.5
13177,Mohammadpur,Dhaka,1207,23.766,90.3586,Banglalink,4G,Good,10,10
13178,Jatrabari,Dhaka,1236,23.7103,90.4355,Banglalink,4G,Good,10,9.5
13179,Ramna,Dhaka,1217,23.733,90.3984,Banglalink,4G,Good,10,9.5
13180,Rampura,Dhaka,1219,23.7613,90.4435,Banglalink,4G,Good,10,9.5
13181,Lalbagh,Dhaka,1211,23.7182,90.3866,Banglalink,4G,Good,10,10
13182,Shah Ali,Dhaka,1229,23.8054,90.3489,Banglalink,4G,Good,10,9.5
13183,Shahbagh,Dhaka,1200,23.725,90.3916,Banglalink,4G,Good,10,10
13184,Sher-e-Bangla Nagar,Dhaka,1207,23.7717,90.3772,Banglalink,4G,Good,10,9
13185,Shyampur,Dhaka,1204,23.6853,90.4455,Banglalink,4G,Good,10,9.5
13186,Sabujbagh,Dhaka,1214,23.7333,90.4333,Banglalink,4G,Good,10,10
13187,Sutrapur,Dhaka,1203,23.7121,90.4196,Banglalink,4G,Good,10,10
13188,Hazaribagh,Dhaka,1205,23.7352,90.3691,Banglalink,4G,Good,10,9.5
13189,Banani,Dhaka,1213,23.79,90.4019,Banglalink,4G,Good,10,9.5
13190,Bhashantek,Dhaka,1206,23.806,90.3598,Banglalink,4G,Good,10,9.5
13191,Vatara,Dhaka,1229,23.7974,90.424,Banglalink,4G,Good,10,9.5
13192,Mugda,Dhaka,1214,23.7288,90.4334,Banglalink,4G,Good,10,9
13193,Rupnagar,Dhaka,1216,23.8173,90.3579,Banglalink,4G,Good,10,9
13194,Wari,Dhaka,1203,23.7149,90.4188,Banglalink,4G,Good,10,9.5
13195,Bayejid Bostami,Chittagong,4210,22.3794,91.8203,Banglalink,4G,Good,10,8.5
13196,Bakalia,Chittagong,4203,22.353,91.8562,Banglalink,4G,Good,10,8
13197,Chandgaon,Chittagong,4212,22.3888,91.8562,Banglalink,4G,Moderate,6,7
13198,Chittagong Bandar,Chittagong,4100,22.301,91.7833,Banglalink,4G,Good,10,8.5
13199,Double Mooring,Chittagong,4224,22.3297,91.8562,Banglalink,4G,Good,10,9
13200,Halishahar,Chittagong,4216,22.3181,91.7782,Banglalink,4G,Good,10,8.5
13201,Kotwali,Chittagong,4000,22.3414,91.827,Banglalink,4G,Good,10,9.5
13202,Khulshi,Chittagong,4202,22.3621,91.811,Banglalink,4G,Good,10,8.5
13203,Pahartali,Chittagong,4202,22.3658,91.7782,Banglalink,4G,Good,10,8
13204,Panchlaish,Chittagong,4203,22.3622,91.8343,Banglalink,4G,Good,10,9
13205,Patenga,Chittagong,4204,22.2391,91.8145,Banglalink,4G,Good,10,8.5
13206,Daulatpur,Khulna,9202,22.8634,89.6167,Banglalink,4G,Good,10,10
13207,Khalishpur,Khulna,9000,22.8491,89.5412,Banglalink,4G,Good,10,9
13208,Khan Jahan Ali,Khulna,9100,22.9142,89.5067,Banglalink,4G,Moderate,6,7
13209,Kotwali,Khulna,9000,22.7667,89.4333,Banglalink,4G,Good,10,8.5
13210,Sonadanga,Khulna,9100,22.8248,89.538,Banglalink,4G,Good,10,9
